"Mfr","Model","MfrName","ModelName"
"VID_0b7b","","Taiko Denki Co., Ltd",""
"VID_0b7c","","ITRAN Communications, Ltd",""
"VID_0b7d","","Astrodesign, Inc.",""
"VID_0b81","","id3 Semiconductors",""
"VID_0b81","PID_0001","id3 Semiconductors","Biothentic II smartcard reader with fingerprint sensor"
"VID_0b81","PID_0002","id3 Semiconductors","DFU-Enabled Devices (DFU)"
"VID_0b81","PID_0012","id3 Semiconductors","BioPAD biometric module (DFU + CDC)"
"VID_0b81","PID_0102","id3 Semiconductors","Certis V1 fingerprint reader"
"VID_0b81","PID_0103","id3 Semiconductors","Certis V2 fingerprint reader"
"VID_0b81","PID_0200","id3 Semiconductors","CL1356T / CL1356T5 / CL1356A smartcard readers (CCID)"
"VID_0b81","PID_0201","id3 Semiconductors","CL1356T / CL1356T5 / CL1356A smartcard readers (DFU + CCID)"
"VID_0b81","PID_0220","id3 Semiconductors","CL1356A FFPJP smartcard reader (CCID + HID)"
"VID_0b81","PID_0221","id3 Semiconductors","CL1356A smartcard reader (DFU + CCID + HID)"
"VID_0b84","","Rextron Technology, Inc.",""
"VID_0b85","","Elkat Electronics, Sdn., Bhd.",""
"VID_0b86","","Exputer Systems, Inc.",""
"VID_0b86","PID_5100","Exputer Systems, Inc.","XMC5100 Zippy Drive"
"VID_0b86","PID_5110","Exputer Systems, Inc.","XMC5110 Flash Drive"
"VID_0b86","PID_5200","Exputer Systems, Inc.","XMC5200 Zippy Drive"
"VID_0b86","PID_5201","Exputer Systems, Inc.","XMC5200 Zippy Drive"
"VID_0b86","PID_5202","Exputer Systems, Inc.","XMC5200 Zippy Drive"
"VID_0b86","PID_5280","Exputer Systems, Inc.","XMC5280 Storage Drive"
"VID_0b86","PID_fff0","Exputer Systems, Inc.","ISP5200 Debugger"
"VID_0b87","","Plus-One I & T, Inc.",""
"VID_0b88","","Sigma Koki Co., Ltd, Technology Center",""
"VID_0b89","","Advanced Digital Broadcast, Ltd",""
"VID_0b8c","","SMART Technologies Inc.",""
"VID_0b8c","PID_0001","SMART Technologies Inc.","Interactive Whiteboard Controller (SB6) (HID)"
"VID_0b8c","PID_00c3","SMART Technologies Inc.","Sympodium ID350"
"VID_0b95","","ASIX Electronics Corp.",""
"VID_0b95","PID_1720","ASIX Electronics Corp.","10/100 Ethernet"
"VID_0b95","PID_1780","ASIX Electronics Corp.","AX88178"
"VID_0b95","PID_7720","ASIX Electronics Corp.","AX88772"
"VID_0b95","PID_772a","ASIX Electronics Corp.","AX88772A Fast Ethernet"
"VID_0b95","PID_772b","ASIX Electronics Corp.","AX88772B"
"VID_0b95","PID_7e2b","ASIX Electronics Corp.","AX88772B"
"VID_0b96","","Sewon Telecom",""
"VID_0b97","","O2 Micro, Inc.",""
"VID_0b97","PID_7732","O2 Micro, Inc.","Smart Card Reader"
"VID_0b97","PID_7761","O2 Micro, Inc.","Oz776 1.1 Hub"
"VID_0b97","PID_7762","O2 Micro, Inc.","Oz776 SmartCard Reader"
"VID_0b97","PID_7772","O2 Micro, Inc.","OZ776 CCID Smartcard Reader"
"VID_0b98","","Playmates Toys, Inc.",""
"VID_0b99","","Audio International, Inc.",""
"VID_0b9b","","Dipl.-Ing. Stefan Kunde",""
"VID_0b9b","PID_4012","Dipl.-Ing. Stefan Kunde","Reflex RC-controller Interface"
"VID_0b9d","","Softprotec Co.",""
"VID_0b9f","","Chippo Technologies",""
"VID_0baf","","U.S. Robotics",""
"VID_0baf","PID_00e5","U.S. Robotics","USR6000"
"VID_0baf","PID_00eb","U.S. Robotics","USR1120 802.11b Adapter"
"VID_0baf","PID_00ec","U.S. Robotics","56K Faxmodem"
"VID_0baf","PID_00f1","U.S. Robotics","SureConnect ADSL ATM Adapter"
"VID_0baf","PID_00f2","U.S. Robotics","SureConnect ADSL Loader"
"VID_0baf","PID_00f5","U.S. Robotics","SureConnect ADSL ATM Adapter"
"VID_0baf","PID_00f6","U.S. Robotics","SureConnect ADSL Loader"
"VID_0baf","PID_00f7","U.S. Robotics","SureConnect ADSL ATM Adapter"
"VID_0baf","PID_00f8","U.S. Robotics","SureConnect ADSL Loader"
"VID_0baf","PID_00f9","U.S. Robotics","SureConnect ADSL ATM Adapter"
"VID_0baf","PID_00fa","U.S. Robotics","SureConnect ADSL Loader"
"VID_0baf","PID_00fb","U.S. Robotics","SureConnect ADSL Ethernet/USB Router"
"VID_0baf","PID_0111","U.S. Robotics","USR5420 802.11g Adapter [Broadcom 4320 USB]"
"VID_0baf","PID_0118","U.S. Robotics","U5 802.11g Adapter"
"VID_0baf","PID_011b","U.S. Robotics","Wireless MAXg Adapter [Broadcom 4320]"
"VID_0baf","PID_0121","U.S. Robotics","USR5423 802.11bg Wireless Adapter [ZyDAS ZD1211B]"
"VID_0baf","PID_6112","U.S. Robotics","FaxModem Model 5633"
"VID_0bb0","","Concord Camera Corp.",""
"VID_0bb0","PID_0100","Concord Camera Corp.","Sound Vision Stream"
"VID_0bb0","PID_5007","Concord Camera Corp.","3340z/Rollei DC3100"
"VID_0bb1","","Infinilink Corp.",""
"VID_0bb2","","Ambit Microsystems Corp.",""
"VID_0bb2","PID_0302","Ambit Microsystems Corp.","U10H010 802.11b Wireless Adapter [Intersil PRISM 3]"
"VID_0bb2","PID_6098","Ambit Microsystems Corp.","USB Cable Modem"
"VID_0bb3","","Ofuji Technology",""
"VID_0bb4","","HTC (High Tech Computer Corp.)",""
"VID_0bb4","PID_00ce","HTC (High Tech Computer Corp.)","mmO2 XDA GSM/GPRS Pocket PC"
"VID_0bb4","PID_00cf","HTC (High Tech Computer Corp.)","SPV C500 Smart Phone"
"VID_0bb4","PID_0a01","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a02","HTC (High Tech Computer Corp.)","Himalaya GSM/GPRS Pocket PC"
"VID_0bb4","PID_0a03","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a04","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a05","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a06","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a07","HTC (High Tech Computer Corp.)","Magician PocketPC SmartPhone / O2 XDA"
"VID_0bb4","PID_0a08","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a09","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0a","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0b","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0c","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0d","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0e","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a0f","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a10","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a11","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a12","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a13","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a14","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a15","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a16","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a17","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a18","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a19","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1a","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1b","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1c","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1d","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1e","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a1f","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a20","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a21","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a22","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a23","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a24","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a25","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a26","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a27","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a28","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a29","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2a","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2b","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2c","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2d","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2e","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a2f","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a30","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a31","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a32","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a33","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a34","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a35","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a36","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a37","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a38","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a39","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3a","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3b","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3c","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3d","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3e","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a3f","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a40","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a41","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a42","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a43","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a44","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a45","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a46","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a47","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a48","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a49","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4a","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4b","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4c","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4d","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4e","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a4f","HTC (High Tech Computer Corp.)","PocketPC Sync"
"VID_0bb4","PID_0a50","HTC (High Tech Computer Corp.)","HTC SmartPhone Sync"
"VID_0bb4","PID_0a51","HTC (High Tech Computer Corp.)","SPV C400 / T-Mobile SDA GSM/GPRS Pocket PC"
"VID_0bb4","PID_0a52","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a53","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a54","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a55","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a56","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a57","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a58","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a59","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5a","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5b","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5c","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5d","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5e","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a5f","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a60","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a61","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a62","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a63","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a64","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a65","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a66","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a67","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a68","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a69","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6a","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6b","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6c","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6d","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6e","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a6f","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a70","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a71","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a72","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a73","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a74","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a75","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a76","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a77","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a78","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a79","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7a","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7b","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7c","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7d","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7e","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a7f","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a80","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a81","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a82","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a83","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a84","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a85","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a86","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a87","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a88","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a89","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8a","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8b","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8c","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8d","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8e","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a8f","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a90","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a91","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a92","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a93","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a94","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a95","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a96","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a97","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a98","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a99","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9a","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9b","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9c","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9d","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9e","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0a9f","HTC (High Tech Computer Corp.)","SmartPhone Sync"
"VID_0bb4","PID_0b03","HTC (High Tech Computer Corp.)","Ozone Mobile Broadband"
"VID_0bb4","PID_0b04","HTC (High Tech Computer Corp.)","Hermes / TyTN / T-Mobile MDA Vario II / O2 Xda Trion"
"VID_0bb4","PID_0b05","HTC (High Tech Computer Corp.)","P3600"
"VID_0bb4","PID_0b06","HTC (High Tech Computer Corp.)","Athena / Advantage x7500 / Dopod U1000 / T-Mobile AMEO"
"VID_0bb4","PID_0b0c","HTC (High Tech Computer Corp.)","Elf / Touch / P3450 / T-Mobile MDA Touch / O2 Xda Nova / Dopod S1"
"VID_0bb4","PID_0b1f","HTC (High Tech Computer Corp.)","Sony Ericsson XPERIA X1"
"VID_0bb4","PID_0b2f","HTC (High Tech Computer Corp.)","Rhodium"
"VID_0bb4","PID_0b51","HTC (High Tech Computer Corp.)","Qtek 8310 mobile phone [Tornado Noble]"
"VID_0bb4","PID_0bce","HTC (High Tech Computer Corp.)","Vario MDA"
"VID_0bb4","PID_0c01","HTC (High Tech Computer Corp.)","Dream / ADP1 / G1 / Magic / Tattoo"
"VID_0bb4","PID_0c02","HTC (High Tech Computer Corp.)","Dream / ADP1 / G1 / Magic / Tattoo (Debug)"
"VID_0bb4","PID_0c13","HTC (High Tech Computer Corp.)","Diamond"
"VID_0bb4","PID_0c1f","HTC (High Tech Computer Corp.)","Sony Ericsson XPERIA X1"
"VID_0bb4","PID_0c5f","HTC (High Tech Computer Corp.)","Snap"
"VID_0bb4","PID_0c86","HTC (High Tech Computer Corp.)","Sensation"
"VID_0bb4","PID_0c87","HTC (High Tech Computer Corp.)","Desire (debug)"
"VID_0bb4","PID_0c8d","HTC (High Tech Computer Corp.)","EVO 4G (debug)"
"VID_0bb4","PID_0c91","HTC (High Tech Computer Corp.)","Vision"
"VID_0bb4","PID_0c94","HTC (High Tech Computer Corp.)","Vision"
"VID_0bb4","PID_0c97","HTC (High Tech Computer Corp.)","Legend"
"VID_0bb4","PID_0c99","HTC (High Tech Computer Corp.)","Desire (debug)"
"VID_0bb4","PID_0c9e","HTC (High Tech Computer Corp.)","Incredible"
"VID_0bb4","PID_0ca2","HTC (High Tech Computer Corp.)","Desire HD (debug mode)"
"VID_0bb4","PID_0ca5","HTC (High Tech Computer Corp.)","Android Phone [Evo Shift 4G]"
"VID_0bb4","PID_0ff8","HTC (High Tech Computer Corp.)","Desire HD (Tethering Mode)"
"VID_0bb4","PID_0ff9","HTC (High Tech Computer Corp.)","Desire / Desire HD / Hero / Thunderbolt (Charge Mode)"
"VID_0bb4","PID_0ffe","HTC (High Tech Computer Corp.)","Desire HD (modem mode)"
"VID_0bb4","PID_0fff","HTC (High Tech Computer Corp.)","Android Fastboot Bootloader"
"VID_0bb5","","Murata Manufacturing Co., Ltd",""
"VID_0bb6","","Network Alchemy",""
"VID_0bb7","","Joytech Computer Co., Ltd",""
"VID_0bb8","","Hitachi Semiconductor and Devices Sales Co., Ltd",""
"VID_0bb9","","Eiger M&C Co., Ltd",""
"VID_0bba","","ZAccess Systems",""
"VID_0bbb","","General Meters Corp.",""
"VID_0bbc","","Assistive Technology, Inc.",""
"VID_0bbd","","System Connection, Inc.",""
"VID_0bc0","","Knilink Technology, Inc.",""
"VID_0bc1","","Fuw Yng Electronics Co., Ltd",""
"VID_0bc2","","Seagate RSS LLC",""
"VID_0bc2","PID_0502","Seagate RSS LLC","ST3300601CB-RK 300 GB External Hard Drive"
"VID_0bc2","PID_0503","Seagate RSS LLC","ST3250824A [Barracuda 7200.9]"
"VID_0bc2","PID_2000","Seagate RSS LLC","Storage Adapter V3 (TPP)"
"VID_0bc2","PID_2200","Seagate RSS LLC","FreeAgent Go FW"
"VID_0bc2","PID_2300","Seagate RSS LLC","Expansion Portable"
"VID_0bc2","PID_2320","Seagate RSS LLC","USB 3.0 bridge [Portable Expansion Drive]"
"VID_0bc2","PID_3320","Seagate RSS LLC","SRD00F2 [Expansion Desktop Drive]"
"VID_0bc2","PID_3332","Seagate RSS LLC","Expansion"
"VID_0bc2","PID_5021","Seagate RSS LLC","FreeAgent GoFlex USB 2.0"
"VID_0bc2","PID_5031","Seagate RSS LLC","FreeAgent GoFlex USB 3.0"
"VID_0bc2","PID_50a1","Seagate RSS LLC","FreeAgent GoFlex Desk"
"VID_0bc2","PID_50a5","Seagate RSS LLC","FreeAgent GoFlex Desk USB 3.0"
"VID_0bc2","PID_5121","Seagate RSS LLC","FreeAgent GoFlex"
"VID_0bc2","PID_5161","Seagate RSS LLC","FreeAgent GoFlex dock"
"VID_0bc2","PID_a003","Seagate RSS LLC","Backup Plus"
"VID_0bc3","","IPWireless, Inc.",""
"VID_0bc3","PID_0001","IPWireless, Inc.","UMTS-TDD (TD-CDMA) modem"
"VID_0bc4","","Microcube Corp.",""
"VID_0bc5","","JCN Co., Ltd",""
"VID_0bc6","","ExWAY, Inc.",""
"VID_0bc7","","X10 Wireless Technology, Inc.",""
"VID_0bc7","PID_0001","X10 Wireless Technology, Inc.","ActiveHome (ACPI-compliant)"
"VID_0bc7","PID_0002","X10 Wireless Technology, Inc.","Firecracker Interface (ACPI-compliant)"
"VID_0bc7","PID_0003","X10 Wireless Technology, Inc.","VGA Video Sender (ACPI-compliant)"
"VID_0bc7","PID_0004","X10 Wireless Technology, Inc.","X10 Receiver"
"VID_0bc7","PID_0005","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_0006","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_0007","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_0008","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_0009","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_000a","X10 Wireless Technology, Inc.","Wireless Transceiver (ACPI-compliant)"
"VID_0bc7","PID_000b","X10 Wireless Technology, Inc.","Transceiver (ACPI-compliant)"
"VID_0bc7","PID_000c","X10 Wireless Technology, Inc.","Transceiver (ACPI-compliant)"
"VID_0bc7","PID_000d","X10 Wireless Technology, Inc.","Transceiver (ACPI-compliant)"
